file,N,Kendall Tau Diameter Correlation,Kendall Tau Diameter Pvalue,SRCC Diameter,SRCC Diameter Pvalue,Zscore of latest sample Diameter,P of no change in mean Diameter,Kendall Tau Weight Correlation,Kendall Tau Weight Pvalue,SRCC Weight,SRCC Weight Pvalue,Zscore of latest sample Weight,P of no change in mean Weight,Kendall Tau IV Correlation,Kendall Tau IV Pvalue,SRCC IV,SRCC IV Pvalue,Zscore of latest sample IV,P of no change in mean IV
25.0,4.0,0.0,1.0,0.0,1.0,0.8905827520343962,0.37315305571951696,-0.4082482904638631,0.43857802608099994,-0.4472135954999579,0.552786404500042,0.23476548888292467,0.8143907550621587,0.8164965809277261,0.12133525035848222,0.8944271909999159,0.10557280900008413,1.0452620939161048,0.2959018519083828
26.0,2.0,-1.0,1.0,-0.9999999999999999,,-1.0736226860540459,0.28299182562044234,-1.0,1.0,-0.9999999999999999,,-0.5558577684459122,0.578308090341032,1.0,1.0,0.9999999999999999,,2.3069022728726805,0.021060268802446085
27.0,4.0,0.4082482904638631,0.43857802608099994,0.4472135954999579,0.552786404500042,1.0061742062521333,0.31433177760718567,-0.8164965809277261,0.12133525035848222,-0.8944271909999159,0.10557280900008413,-0.6618826575707827,0.5080464270040739,0.8164965809277261,0.12133525035848222,0.8944271909999159,0.10557280900008413,0.5550187108637812,0.5788818623634908
28.0,2.0,1.0,1.0,0.9999999999999999,,0.5366736662833089,0.5914930491463577,-1.0,1.0,-0.9999999999999999,,-1.5492499351126863,0.12132164975391217,1.0,1.0,0.9999999999999999,,0.7494819581886589,0.4535667689208436
30.0,2.0,1.0,1.0,0.9999999999999999,,1.6775049568276756,0.09344378098626961,-1.0,1.0,-0.9999999999999999,,-0.91435138842122,0.36053223629498454,-1.0,1.0,-0.9999999999999999,,-1.6028009544578858,0.10897860605822107
31.0,2.0,1.0,1.0,0.9999999999999999,,1.4330967168345237,0.15183019958028485,1.0,1.0,0.9999999999999999,,1.2017600617015238,0.22945650327462763,1.0,1.0,0.9999999999999999,,0.9412572775450345,0.3465730305892788
33.0,2.0,1.0,1.0,0.9999999999999999,,2.0064755923797253,0.044805530307145625,1.0,1.0,0.9999999999999999,,0.1141832704615251,0.9090925134047527,1.0,1.0,0.9999999999999999,,0.6887687362801383,0.49096881273970183
35.0,2.0,1.0,1.0,0.9999999999999999,,0.41611785995994494,0.6773237615630897,-1.0,1.0,-0.9999999999999999,,-1.01367909067047,0.31073590445645594,-1.0,1.0,-0.9999999999999999,,-0.1886342004832641,0.8503795258886451
39.0,3.0,1.0,0.3333333333333333,1.0,0.0,2.1800065237548645,0.02925697797673514,0.33333333333333337,1.0,0.5,0.6666666666666667,0.3080339751386024,0.7580564800158729,-1.0,0.3333333333333333,-1.0,0.0,-0.24302066296337896,0.8079893904769289
40.0,3.0,0.33333333333333337,1.0,0.5,0.6666666666666667,-0.8030867618835711,0.4219245886667742,1.0,0.3333333333333333,1.0,0.0,0.68682820908315,0.4921909911911255,-0.33333333333333337,1.0,-0.5,0.6666666666666667,-0.2821237912543286,0.7778485911105574
41.0,3.0,1.0,0.3333333333333333,1.0,0.0,1.638310581095255,0.10135692152947873,1.0,0.3333333333333333,1.0,0.0,0.3514832970470094,0.7252258011672141,-1.0,0.3333333333333333,-1.0,0.0,-0.20364923526111164,0.8386276151212142
42.0,4.0,0.18257418583505539,0.7179816667337768,0.21081851067789195,0.7891814893221081,0.01569622344092156,0.9874767398846058,0.912870929175277,0.07095149242730567,0.9486832980505139,0.051316701949486114,1.7333895841864713,0.08302644763625465,-0.18257418583505539,0.7179816667337768,-0.10540925533894598,0.894590744661054,-0.7192759474707431,0.47197091270928127
43.0,2.0,1.0,1.0,0.9999999999999999,,1.5386300520276908,0.12389463758755583,1.0,1.0,0.9999999999999999,,0.7462755488081985,0.45550097874141693,1.0,1.0,0.9999999999999999,,1.4137693222148624,0.15742964375258617
44.0,4.0,0.18257418583505539,0.7179816667337768,0.21081851067789195,0.7891814893221081,0.19865954531481386,0.8425290713694049,0.912870929175277,0.07095149242730567,0.9486832980505139,0.051316701949486114,1.2284757073396293,0.21926844320565408,-0.18257418583505539,0.7179816667337768,-0.10540925533894598,0.894590744661054,-0.6000938325425547,0.5484437026370785
45.0,2.0,1.0,1.0,0.9999999999999999,,0.33084580699673954,0.7407609584660412,1.0,1.0,0.9999999999999999,,0.42209629591423725,0.6729547314780749,1.0,1.0,0.9999999999999999,,0.4396814050433074,0.6601678721857791
